Sample_Type,bind,CertControlStore,CertOpenStore,CoCreateInstance,CoCreateInstanceEx,CoGetClassObject,CoInitializeEx,CoInitializeSecurity,connect,ControlService,CopyFileW,CreateActCtxW,CreateDirectoryW,CreateProcessInternalW,CreateRemoteThreadEx,CreateThread,CreateToolhelp32Snapshot,CryptAcquireContextA,CryptAcquireContextW,CryptCreateHash,CryptDecodeObjectEx,CryptDecrypt,CryptEncrypt,CryptExportKey,DecryptMessage,DeleteFileW,DeviceIoControl,DrawTextExA,DrawTextExW,EnumServicesStatusW,EnumWindows,FindFirstFileExW,FindResourceA,FindResourceExA,FindResourceExW,FindResourceW,FindWindowA,FindWindowExA,FindWindowExW,FindWindowW,GetAdaptersAddresses,getaddrinfo,GetAddrInfoW,GetAsyncKeyState,GetBestInterfaceEx,GetComputerNameA,GetComputerNameW,GetCursorPos,GetDiskFreeSpaceExW,GetDiskFreeSpaceW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileVersionInfoExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetForegroundWindow,GetKeyboardState,GetKeyState,GetNativeSystemInfo,GetShortPathNameW,getsockname,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemInfo,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryW,GetTempPathW,GetTimeZoneInformation,GetUserNameA,GetUserNameExW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GlobalMemoryStatus,GlobalMemoryStatusEx,HttpOpenRequestA,HttpQueryInfoA,HttpSendRequestW,InternetCloseHandle,InternetCrackUrlA,InternetCrackUrlW,InternetGetConnectedState,InternetOpenA,InternetReadFile,ioctlsocket,IsDebuggerPresent,IWbemServices_ExecQuery,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrUnloadDll,LoadResource,LoadStringA,LoadStringW,LookupAccountSidW,LookupPrivilegeValueW,Module32NextW,MoveFileWithProgressW,NetShareEnum,NtAllocateVirtualMemory,NtClose,NtCreateFile,NtCreateKey,NtCreateMutant,NtCreateSection,NtCreateThreadEx,NtDelayExecution,NtDeleteKey,NtDeviceIoControlFile,NtDuplicateObject,NtEnumerateKey,NtEnumerateValueKey,NtFreeVirtualMemory,NtGetContextThread,NtMapViewOfSection,NtOpenDirectoryObject,NtOpenFile,NtOpenKey,NtOpenKeyEx,NtOpenMutant,NtOpenSection,NtOpenThread,NtProtectVirtualMemory,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryFullAttributesFile,NtQueryInformationFile,NtQueryMultipleValueKey,NtQuerySystemInformation,NtQueryValueKey,NtReadFile,NtReadVirtualMemory,NtResumeThread,NtSetContextThread,NtSetInformationFile,NtSetValueKey,NtTerminateProcess,NtWriteFile,NtWriteVirtualMemory,OleInitialize,OpenSCManagerA,OpenSCManagerW,OpenServiceA,OpenServiceW,OutputDebugStringA,PRF,ReadProcessMemory,recv,RegCloseKey,RegCreateKeyExA,RegCreateKeyExW,RegDeleteKeyA,RegDeleteKeyW,RegDeleteValueA,RegEnumKeyExA,RegEnumKeyExW,RegEnumKeyW,RegEnumValueA,RegEnumValueW,RegOpenKeyExA,RegOpenKeyExW,RegQueryInfoKeyA,RegQueryInfoKeyW,RegQueryValueExW,RegSetValueExA,RegSetValueExW,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,select,send,SendNotifyMessageW,sendto,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,setsockopt,SetStdHandle,SetUnhandledExceptionFilter,SetWindowsHookExW,ShellExecuteExW,SHGetFolderPathW,SHGetSpecialFolderLocation,SizeofResource,timeGetTime,WriteConsoleA,WriteConsoleW,WriteProcessMemory,WSARecv,WSASend,unique_domains_contacted,ransomware_signatures_detected,dropped_files_count,HKEY_LOCAL_MACHINE\SOFTWARE\MICROSOFT\Cryptography\,HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\MUI\Settings,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\crypt32,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Nls\,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet Settings\,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet Settings\,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\services\Tcpip\Parameters\,HKEY_LOCAL_MACHINE\Software\Microsoft\Rpc\,HKEY_LOCAL_MACHINE\SYSTEM\Setup\OOBEInProgress,HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemSetupInProgress
1,0,0,0,0.199,0,0,-0.1,0,0,0,0,-0.08540843269055383,4.1,0,0,-0.07830553168609677,0,0,3,288,-20,0,0,0,0,-36,56,-17,-0.2982101959678308,0,-2,6.72,1,3,0.3452534605574905,1,0,0,1,0,0,0,0,1,0,0,0,-2,-1,0,3.425910553256934,0.5994669945900181,2,0,2.71,-1.171403584710051,0,0.0,0,86,-2,58,0,-1,0,2,-0.4,0.2258300118027798,2.574018051720596,0.4159675016137296,-1,0,0,0,0.4,0.003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1797765552694522,-0.1812065586863214,0.6299195562932793,-0.2025657766852886,0.001125968068589209,-1,-0.7567439763026425,-1,1,0,-9,0,-0.0814623108732549,0.4196914488386263,0.4091601832441603,0,-0.28,0.3809764742150757,0,0.34,0,134,4.89280375100942,0,-0.3,-0.6,0,0.3562429918316604,0,1.408,0.0796813406516418,-1.7687,1,0.0,0,1.988886359338772,-1.8692753378608,-0.09353603227462115,0,-9.804701367288569,0,56.2,-0.07553230641514518,-0.0005729217119768704,-13,0,0,4.8,0,0.4881568748497858,-0.3556415198116226,0,0,0,0,0,-1,0,0,40,1,-0.05774928004021201,-1,-2,0,0,0,-1,-0.005873047096742936,0.56,0,1,0.8282232786198227,-0.02287868406325268,0,0,-0.1913262987069096,0,4,0,0,0,1,0,0,3,184,2,0,-0.2236334451230575,-1,3,0,0,0.4,0,0,-0.53673559129081,0,-0.3,4,0,-1,0,0,0,0,0,0.4,-3,0,0,0.9513,-0.26,0,-0.002997362047137114,0,0,1,0,0,0.00127189784149372
0,0,0,0,0.41,0,0,11.2,0,0,0,0,0.821801552455072,1.1,1,0,3.860592301214645,1,0,1,-104,169,0,1,0,0,13,-18,-3,2.563553217062558,0,1,3.22,0,4,4.294751735950887,0,0,0,-2,0,0,0,0,1,0,0,0,18,2,0,2.718208750229077,2.15714119277043,2,1,0.51,0.7878868022684068,0,-0.1,2,-12,2,-75,1,1,0,6,1.8,3.592360365752721,2.562519975427471,1.591685557570106,0,0,0,0,1.06,0.996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.06572654895171116,1.985080717086386,0.6372466842453087,0.01155451571107641,3.625185584641032,-5,1.668359269275624,0,1,0,3,1,0.8502149152127838,0.2490720454219567,0.7004715563983477,0,0.27,0.1037981080852104,0,0.45,0,161,4.379329617110707,0,-0.7,0.83,0,5.813920084814905,0,3.978,2.553824240136072,3.3858,2,1.0,0,1.603228127365778,1.672183240954078,1.270887472611205,0,0.3741697628238831,0,-55.4,4.874510148074037,2.856678979401136,3,0,0,39.1,1,-0.3185669268409835,0.7249068283488378,0,0,0,1,0,0,0,0,8,2,2.483450190156439,1,1,0,0,0,0,1.019188263411246,-0.28,0,0,1.496056058045867,4.028286114780196,0,1,4.210466997632382,0,1,0,0,0,1,0,0,-2,84,7,0,14.69013984945415,9,8,0,0,0.1,0,0,0.01073889919059209,0,0.6,6,0,1,0,0,0,-1,0,4.7,4,0,0,0.308,-0.89,0,2.614365180380338,0,0,2,0,3,1.006821285219381
1,0,0,0,-0.028,0,0,0.4,0,0,0,0,-0.0226700974253236,-2.2,0,0,-0.2997742608342973,0,0,3,-69,-27,0,-4,0,0,5,40,-14,-0.6647792292316401,0,0,-0.41,0,-2,3.397033894763817,0,0,0,2,0,0,0,0,-1,0,0,0,-22,1,0,-6.118099878071477,1.294108131133105,-3,1,-1.96,0.7100763258933753,0,0.0,0,85,3,4,0,-1,0,0,-0.4,2.448937970539408,-2.059474846001186,0.6454402643392463,1,0,0,0,0.43,0.002,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05526384088798638,-0.2011808375667679,0.4122776680730543,-0.3263901052677751,-0.3005065314232343,-1,0.9193396854650341,-1,0,0,3,0,0.159648213317308,0.412482694144232,-0.2115718682781372,0,-0.03,-0.2426804065935979,0,-0.23,0,209,-5.221933307029555,0,0.0,-0.02,0,-0.2853352100893985,0,2.196,-0.09822102442678877,-1.7921,0,0.2,1,-2.53586534935394,-0.766090352745966,0.0812556247890519,0,2.221353512584855,0,43.1,-0.09458215622141387,0.7163014358038456,3,0,0,-6.4,0,-0.4677057749797461,-1.465492716796682,0,0,0,0,0,0,0,0,167,1,0.02816866365867494,0,2,0,0,0,0,-0.3108814892105616,-0.36,0,-2,0.05515864416418786,-0.01946085604281305,0,0,0.1795645719271988,0,-1,0,0,0,-1,0,0,-2,-32,-7,0,2.78521815873578,-19,-38,0,0,0.3,0,0,-0.05913675155548151,0,0.1,0,-1,2,0,0,0,5,0,3.9,0,0,0,-0.3071,-0.63,0,-0.05880628450334854,1,0,2,0,0,-0.03956046573591388
0,0,0,0,-0.208,0,0,0.2,0,0,0,0,0.2409384048965831,3.4,0,0,0.7671986907636943,0,0,1,95,23,0,-1,0,0,2,33,-1,-0.1817849851152906,0,-1,-7.54,1,-3,2.047305792464353,1,0,0,3,1,0,0,0,1,0,0,0,-9,-1,0,1.347857550463479,0.2937728974173581,-1,-1,1.07,0.2049364932766469,0,0.0,0,81,0,100,0,-1,0,-1,0.8,2.85659067551576,6.136851616270702,0.5929555254322063,0,0,0,0,0.37,-0.003,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0.341200965066849,0.2170408047962761,1.554385515284779,0.5060804479251648,0.0956066345132899,-5,0.4124792477303523,0,-1,0,0,0,0.5146543278917005,-0.275059007894678,0.680850215404162,0,1.2,0.2035062544751444,0,1.04,0,3,-3.190384774920915,0,-1.4,0.33,0,0.450051702158211,0,4.399,-0.03915570975310648,-2.3931,0,0.7,0,-0.2966532952807184,2.382127596835859,-0.02315585200481057,0,-4.44294345128676,0,-13.7,0.3145974314671052,0.5750745207853348,-3,0,0,9.9,0,-0.8226471853548483,-1.043232769150352,0,0,0,0,0,0,0,0,-100,0,-0.01566119635352205,0,-3,0,0,0,0,1.685293176691181,0.93,0,0,2.465274107438418,0.07682418347871038,0,1,0.2682915295798153,0,-1,0,0,-1,2,0,0,-5,-581,-4,0,3.114055341648598,-9,-9,0,0,0.2,0,0,-0.4551189297855177,0,0.1,0,0,-4,0,0,0,3,0,-0.2,3,0,0,0.526,-2.4,0,0.01557400646361211,2,0,1,0,0,0.01146632613411534
0,0,0,0,0.186,0,0,2.5,0,0,0,0,0.9246690084980486,4.7,0,0,7.123728367996089,0,0,2,-18,-3,0,1,0,0,8,18,-2,-0.0003896394903316475,0,1,4.28,1,1,-0.6351361862404357,0,0,0,-1,2,0,0,0,0,0,0,0,-6,0,0,0.6126134758294337,1.882432276591218,2,0,1.95,1.088291552239045,0,-0.1,0,73,-2,-125,1,1,0,3,1.1,6.640918189738992,9.858025505125289,2.441470390045275,1,1,0,0,0.77,0.993,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0.01131294041963621,1.402875651520314,-0.3566814108297333,0.3574571132129466,3.615650475185913,7,1.885391750120465,1,1,0,-1,0,0.4195678852282747,-0.6505687804963415,1.064873937988559,0,0.65,-0.01635355366139651,0,-1.38,0,-99,8.605872357377974,2,-0.4,1.1,0,-0.2584118159693306,0,1.699,2.23684347961815,-0.0499,3,1.3,0,1.528136481514054,2.424950406570284,0.0738129575012606,0,8.302610872550416,0,-77.4,0.7521462642853038,0.7481195060182215,23,0,0,9.7,-1,-0.2768514724842365,0.778397582336062,0,0,0,0,0,0,0,0,529,1,3.535617230540031,0,-2,0,0,0,0,3.549645499617037,-1.36,0,1,1.126759674718903,2.85150637212247,0,0,3.045231578471994,0,2,0,0,0,1,0,0,2,-66,2,0,-0.214901743218634,-15,-7,0,0,0.4,0,0,-0.1758401652436541,0,0.6,-3,0,12,0,0,0,0,0,0.2,-2,2,0,0.4427,3.63,0,2.31254504370629,0,0,2,0,3,0.9663186373871326
1,0,0,0,-0.066,0,0,0.0,0,0,0,0,0.4480110644498403,3.0,1,0,6.937350449120183,1,0,1,11,-14,0,0,0,0,5,21,-11,0.6599283923072299,0,2,3.25,1,5,-3.133367133114878,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,0,5.468481720760932,1.897542865691048,2,1,-0.34,0.8634448513841787,0,0.0,0,118,1,4,1,0,0,1,1.7,-2.522039813151914,1.118614030739967,1.37396918595285,1,0,0,0,0.75,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8701775196564494,1.508958349153808,0.8428307391354579,0.6599706161783838,-0.1452836773616671,4,0.2759934233647169,3,1,0,1,0,0.5509508146862219,0.005556140195692921,-0.002758171006986665,0,0.34,-0.4307966839662921,0,0.69,0,317,3.373444990990796,0,-0.3,1.86,0,0.1329492412453531,0,5.154,2.140459087353703,3.9302,0,0.8,0,-2.532176471085133,1.332503844556528,-0.4115537550406023,0,5.561720959719914,0,62.4,0.1800136082998375,1.611341563943601,20,0,0,22.4,0,-0.1940039783783345,2.678843224728926,0,0,0,1,0,0,0,0,155,2,2.967628530823565,0,-2,0,0,0,0,-0.04876877514766015,-0.49,0,1,-0.2311325038479631,0.4335311000430037,0,0,-0.0867197545877335,0,1,0,0,1,2,0,0,3,126,0,0,11.87558563164834,9,4,0,0,-0.4,0,0,0.07078576924835302,0,0.1,9,0,6,0,0,0,-1,0,2.7,2,-1,0,1.2195,-0.48,0,0.0003758749075771766,-5,0,0,0,0,1.026473033799624
1,0,0,0,0.027,0,0,-0.1,0,0,0,0,-0.03136716162568205,-6.8,1,0,0.9007195721176068,0,0,0,70,57,0,-1,0,-1,7,-29,-7,0.5793320499832195,0,-1,7.88,2,2,3.683810977761844,0,0,0,4,0,0,0,0,2,0,0,0,8,0,0,6.320411924274604,2.604025075245171,-2,1,-0.67,-1.349804268232399,0,-0.1,0,108,1,12,0,-2,0,2,0.6,-1.099603711211864,0.9582672428379169,0.9356771756050857,-1,0,0,0,0.15,-0.01,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.3189115221515529,-0.1427021678781132,0.8083270729215051,0.478891180457004,0.01150803907481131,2,0.9248860471212028,1,0,0,2,0,-0.09262852189444709,0.04691526088744816,0.3775674827451055,0,0.15,0.4419443515262096,0,2.42,0,-287,-5.165255024387679,-2,1.0,1.5,0,-0.1924035203453004,0,0.355,0.02450648944736683,1.1676,0,0.0,0,1.602428393668951,-0.6834911793629722,-0.8537618840270201,0,-1.587145246294854,0,-0.9,-0.1433712650008259,0.8930124653037143,5,0,0,38.6,0,-0.01115625326930533,-0.9383407429065744,0,0,0,0,0,0,0,0,253,-1,-0.09701864964558643,0,-4,0,0,0,0,-0.1646090704295966,0.05,0,2,0.0546280854622232,0.06152215379927006,0,0,-0.04932213101900304,0,1,0,0,0,2,0,0,-1,333,10,0,2.389950169340004,-1,-23,0,0,0.7,0,0,0.3004465411470645,0,-0.1,-2,0,4,0,0,0,-2,0,-2.0,1,0,0,1.7602,-0.55,0,0.06897806394631834,-2,0,0,0,0,-0.01178560609340563
0,0,0,0,0.543,0,0,2.5,0,0,0,0,0.6007084973783274,8.4,2,0,4.301354117821266,0,0,5,-203,43,0,-2,0,0,1,-5,10,-0.2775810459507873,0,0,-1.59,2,-1,1.333275536735332,0,0,0,1,3,0,0,0,1,0,0,2,3,3,0,6.191617491063748,1.470884856655602,2,25,1.6,0.5124531133436642,0,0.1,0,120,0,35,2,3,0,3,1.3,2.180512750272176,4.689144729994526,0.9374403629101691,2,0,0,0,0.98,0.993,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.49359305131292,1.70316331255104,1.718755496536054,0.2339649569804093,1.211726561089627,1,0.6923576915541818,1,1,0,3,0,0.5209669407923189,-0.1042242353718507,1.008406653169212,0,0.35,0.1754880097513717,0,0.66,0,-46,3.301023768185365,2,1.1,1.57,0,0.08936231146437537,0,1.343,1.256816345645994,0.5496,3,3.1,0,0.7003329754537062,1.894169841837909,0.8177852705754042,0,1.534102098194318,0,51.5,2.828646239035077,2.231906005679876,-10,0,0,-27.4,0,-0.07504044356134743,3.01098533938489,0,0,0,0,0,0,0,0,-120,-3,2.777113726062864,0,6,0,0,0,0,3.319947307482428,23.38,0,2,1.046793693416318,2.728694217394918,0,-1,0.3502505536564087,0,5,0,0,1,1,0,0,-4,-24,4,0,18.04648062019449,5,19,0,0,0.4,0,0,-0.1589226610152007,0,-0.3,3,0,4,0,0,0,0,0,2.9,3,1,0,0.2691,58.06,0,2.234019381357984,-7,0,0,0,3,1.021498671413833
0,0,0,0,6.866,0,0,13.7,0,0,0,0,1.572817873370929,4.3,1,0,-2.526322832039587,0,0,0,118,40,0,0,0,0,12,14,-3,5.048262987501758,0,20,7.91,0,1,2.732974784031519,29,0,0,0,-1,0,0,0,-2,0,0,5,10,4,0,4.762924344962028,3.58065554549564,5,23,3.53,0.9312505124849196,0,0.9,1,48,2,41,1,0,0,4,0.1,-4.631813714851912,4.893001632699493,1.295048559462482,0,0,0,0,0.86,1.002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.1214863730260881,1.979235420713061,2.020310092651549,3.883547011431262,0.9064489011080847,7,0.5663856784677661,0,1,0,8,3,1.711404506546299,6.332264236026994,1.27968671077928,1,-0.31,7.138270394043837,0,-1.12,0,-176,4.253563540947554,0,22.7,1.68,0,6.045426073419701,0,3.284,1.452352534131699,21.1056,2,4.4,0,0.8797540168424849,2.005725154276511,0.3795004150401185,0,6.806960040722457,0,-32.8,3.810808805251542,1.912419408430478,-41,0,0,72.7,12,-0.07766115093870846,-0.1427164409588445,0,0,0,1,0,0,0,0,256,0,4.588703687759256,1,8,0,0,0,1,2.661184093760958,35.16,0,2,0.9662592268078851,1.463359644119806,0,0,5.739392877238298,1,0,0,0,4,1,0,14,-2,720,-2,0,4.662783634706697,-4,64,0,0,-0.3,0,0,12.8921253504748,0,4.3,3,0,3,0,0,0,-1,0,3.4,-2,0,0,0.5139,100.99,0,2.031233786933349,-4,0,2,0,3,0.9494684568549832
0,0,0,0,-0.195,0,0,0.0,0,0,0,0,0.07029219764428873,3.7,1,0,-7.23246322429714,0,0,2,72,-54,0,-4,0,0,13,17,-1,0.6057079784696674,0,0,2.6,-2,-1,-2.609351287499279,0,0,0,1,-1,0,0,0,-2,0,0,0,-7,4,0,4.866551949824315,2.439292261977082,0,0,0.18,-0.3397588483505817,0,-0.1,0,-58,1,-40,0,1,0,2,0.9,11.51227514573083,-0.3148504409664972,-0.5364248008045169,0,1,0,0,0.65,0.001,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,-0.34803020601132,-0.3764884742605714,-0.8658561553974327,0.4190870279336547,0.1170579800800378,7,0.9958799986501751,0,-1,0,2,0,-0.323030507631425,-0.6455576429344929,-0.6388641328916125,0,-0.18,-0.09390857595947727,0,0.75,0,-73,-3.790272207902134,0,0.3,0.59,0,0.4141166022690459,0,1.202,0.2575495328357771,-0.5105,-1,0.1,0,0.06459664120420772,-0.8268651226605762,-0.8620990492295141,0,1.042302075249923,0,-5.5,0.2278935025332096,0.9933826055839796,6,0,0,-0.5,0,-0.4111059141401759,0.4354001320463273,0,0,0,0,0,0,0,0,176,0,0.1217431784769681,-1,-5,0,0,0,0,0.2950262326701528,0.91,0,1,-1.550256003055611,0.1111473857690087,0,0,0.1416018294563942,0,-1,0,0,0,-1,0,0,-1,196,-7,0,-3.25526445848869,-2,-16,0,0,0.0,0,0,-0.9054263813882207,0,0.4,9,0,-1,0,0,0,-2,0,1.7,-2,1,0,-0.5143,-0.62,0,0.03515298162886123,2,0,0,0,0,-0.02966840839833568
