Sample_Type,bind,CertControlStore,CertOpenStore,CoCreateInstance,CoCreateInstanceEx,CoGetClassObject,CoInitializeEx,CoInitializeSecurity,connect,ControlService,CopyFileW,CreateActCtxW,CreateDirectoryW,CreateProcessInternalW,CreateRemoteThreadEx,CreateThread,CreateToolhelp32Snapshot,CryptAcquireContextA,CryptAcquireContextW,CryptCreateHash,CryptDecodeObjectEx,CryptDecrypt,CryptEncrypt,CryptExportKey,DecryptMessage,DeleteFileW,DeviceIoControl,DrawTextExA,DrawTextExW,EnumServicesStatusW,EnumWindows,FindFirstFileExW,FindResourceA,FindResourceExA,FindResourceExW,FindResourceW,FindWindowA,FindWindowExA,FindWindowExW,FindWindowW,GetAdaptersAddresses,getaddrinfo,GetAddrInfoW,GetAsyncKeyState,GetBestInterfaceEx,GetComputerNameA,GetComputerNameW,GetCursorPos,GetDiskFreeSpaceExW,GetDiskFreeSpaceW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileVersionInfoExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetForegroundWindow,GetKeyboardState,GetKeyState,GetNativeSystemInfo,GetShortPathNameW,getsockname,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemInfo,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryW,GetTempPathW,GetTimeZoneInformation,GetUserNameA,GetUserNameExW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GlobalMemoryStatus,GlobalMemoryStatusEx,HttpOpenRequestA,HttpQueryInfoA,HttpSendRequestW,InternetCloseHandle,InternetCrackUrlA,InternetCrackUrlW,InternetGetConnectedState,InternetOpenA,InternetReadFile,ioctlsocket,IsDebuggerPresent,IWbemServices_ExecQuery,LdrGetDllHandle,LdrGetProcedureAddress,LdrLoadDll,LdrUnloadDll,LoadResource,LoadStringA,LoadStringW,LookupAccountSidW,LookupPrivilegeValueW,Module32NextW,MoveFileWithProgressW,NetShareEnum,NtAllocateVirtualMemory,NtClose,NtCreateFile,NtCreateKey,NtCreateMutant,NtCreateSection,NtCreateThreadEx,NtDelayExecution,NtDeleteKey,NtDeviceIoControlFile,NtDuplicateObject,NtEnumerateKey,NtEnumerateValueKey,NtFreeVirtualMemory,NtGetContextThread,NtMapViewOfSection,NtOpenDirectoryObject,NtOpenFile,NtOpenKey,NtOpenKeyEx,NtOpenMutant,NtOpenSection,NtOpenThread,NtProtectVirtualMemory,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryFullAttributesFile,NtQueryInformationFile,NtQueryMultipleValueKey,NtQuerySystemInformation,NtQueryValueKey,NtReadFile,NtReadVirtualMemory,NtResumeThread,NtSetContextThread,NtSetInformationFile,NtSetValueKey,NtTerminateProcess,NtWriteFile,NtWriteVirtualMemory,OleInitialize,OpenSCManagerA,OpenSCManagerW,OpenServiceA,OpenServiceW,OutputDebugStringA,PRF,ReadProcessMemory,recv,RegCloseKey,RegCreateKeyExA,RegCreateKeyExW,RegDeleteKeyA,RegDeleteKeyW,RegDeleteValueA,RegEnumKeyExA,RegEnumKeyExW,RegEnumKeyW,RegEnumValueA,RegEnumValueW,RegOpenKeyExA,RegOpenKeyExW,RegQueryInfoKeyA,RegQueryInfoKeyW,RegQueryValueExW,RegSetValueExA,RegSetValueExW,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,select,send,SendNotifyMessageW,sendto,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,setsockopt,SetStdHandle,SetUnhandledExceptionFilter,SetWindowsHookExW,ShellExecuteExW,SHGetFolderPathW,SHGetSpecialFolderLocation,SizeofResource,timeGetTime,WriteConsoleA,WriteConsoleW,WriteProcessMemory,WSARecv,WSASend,unique_domains_contacted,ransomware_signatures_detected,dropped_files_count,HKEY_LOCAL_MACHINE\SOFTWARE\MICROSOFT\Cryptography\,HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\MUI\Settings,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\crypt32,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Nls\,HKEY_LOCAL_MACHINE\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Internet Settings\,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Internet Settings\,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\services\Tcpip\Parameters\,HKEY_LOCAL_MACHINE\Software\Microsoft\Rpc\,HKEY_LOCAL_MACHINE\SYSTEM\Setup\OOBEInProgress,HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemSetupInProgress
1,0,0,0,1.128,0,0,0.6,0,0,0,0,0.4669458207366014,14.2,0,0,9.587283804152927,1,0,0,0,228,0,4,0,10,10,265,64,0.0,0,4,4.93,0,0,39.57867932778968,18,0,0,1,0,1,0,0,4,1,0,22,0,9,0,0.0,-0.0212765957446808,0,0,45.4,0.0,0,0.0,0,473,3,0,2,0,0,4,-0.2,-0.3333333333333333,-0.0405405405405405,0.8255210741822205,0,3,2,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.098501335634796,-0.1106906455883409,-0.1853281853281853,1.585522473782775,2.743671195568135,1,2.515864120808872,0,7,0,239,0,-0.0950871632329635,-0.0234552774374234,-0.0158102766798418,2,9.82,-0.1052631578947368,0,45.42,0,305,25.26686299397268,0,0.0,-0.04,0,0.851882992395627,0,1.701,0.4047796650908927,697.4655,1,0.1,0,0.0,0.0,0.1531970057718963,0,0.0,0,225.3,2.123095813048966,0.5985092278396182,313,0,0,139.4,0,2.411752054300054,0.0,0,4,0,2,0,2,0,0,848,0,-0.0418848167539267,1,0,0,0,0,0,2.711007750747604,0.49,1,0,26.07194355128166,-0.0556844547563805,0,3,0.4058295109398465,0,9,0,0,73,0,0,1,177,1,35,0,0.0,54,0,0,0,0.0,0,0,9.240367693184744,0,1.7,67,0,3,0,0,0,17,0,11.0,10,4,0,1.3542,2.69,0,2.122173327934376,13,94,0,1,0,0.8656162458607749
0,0,0,0,0.0,0,0,0.7,0,0,0,0,1.085387087689365,123.3,0,0,0.0,1,0,0,0,83,0,0,0,0,0,108,30,0.0,0,1,0.0,1,13,16.14410833826027,0,1,0,21,1,2,0,0,4,0,0,0,20,7,0,1272.41792317312,7.852074880520235,0,1,0.0,0.0,0,0.0,0,9,0,249,0,7,0,0,0.8,-0.3333333333333333,-0.0405405405405405,0.0,1,1,1,0,2.46,0.846,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0.346758636716445,1.261558620454162,0.2125556979421662,-0.0476190476190476,0.9458664440447766,0,3.424103485141092,0,7,0,0,0,0.0736683642800886,1.883636156838945,-0.0158102766798418,0,-0.25,-0.1052631578947368,0,167.18,0,783,28.56407798452357,0,3.1,-0.04,0,1.486535831596536,1,0.49,1.890032765363347,0.0,0,0.0,2,3.064492996034963,0.503716271751564,22.59022445770279,0,0.0,0,0.0,0.487298970517512,839.1591240875913,52,0,1,36.2,0,-0.3339342865146584,5.267569869759059,0,1,0,1,0,1,0,0,0,0,0.367897933056925,0,0,0,1,0,0,0.8799857540397056,1.66,1,3,4.039515549458963,1.95129863192284,1,3,0.0279858962024546,1,6,0,1,1,1,0,1,122,1896,0,0,0.0,0,154,0,1,0.0,0,0,46.97153051589157,0,2.2,0,0,15,0,0,0,0,0,13.7,0,0,8,44.9026,321.23,0,4.484099838523206,8,0,0,0,12,0.0
1,0,0,2,0.337,0,0,4.6,0,0,0,0,0.02420923097466403,3.4,0,0,0.0,0,0,3,75,367,0,10,0,1,0,271,0,0.0,0,1,0.0,25,0,21.34444696482438,3,1,0,0,0,1,0,0,6,0,0,0,42,13,0,8.40605928889766,4.445409500823823,0,1,0.0,0.0,0,0.0,0,556,8,805,0,0,0,0,-0.2,-0.3333333333333333,-0.0405405405405405,3.668845594986945,2,1,0,0,1.63,0.0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1.935515976663552,-0.1521311475409836,-0.1853281853281853,0.7099173452137304,0.6362033201574869,0,-0.0769230769230769,1,0,0,0,0,1.227891918544428,-0.0234552774374234,1.671946989234179,2,-0.25,-0.1052631578947368,0,3.89,6,187,22.78068290077004,0,0.0,-0.04,0,1.439278476318052,0,7.359,0.4148042080537445,0.0,1,10.5,10,0.0,1.294973505047087,1.846358349823564,0,0.0,0,730.1,1.247533073912146,1.619696530742325,0,0,0,143.3,1,0.8605525224371156,2.627913930655001,0,0,0,2,0,2,0,0,0,1,-0.0418848167539267,1,1,0,1,0,0,0.268817179362154,3.32,1,0,1.472056463742941,-0.0556844547563805,2,16,-0.0290556900726392,0,21,0,0,14,0,0,1,0,0,26,0,0.0,49,133,0,0,-0.5,0,0,18.57652939510961,0,2.7,48,0,26,0,0,0,29,0,13.9,1,1,0,-0.1875,5.5,0,0.0,13,0,0,0,0,0.0
0,0,0,0,0.573,0,0,0.3,0,0,0,0,0.0796756544445002,0.0,0,0,16.01094257260309,1,1,0,0,0,0,3,0,0,68,30,59,0.0,0,0,5.19,0,0,41.37387855872601,2,0,0,11,1,1,0,0,0,0,0,7,16,0,0,3.268749821161548,2.043533693574367,7,2,0.0,4.071147441284652,0,0.0,0,671,0,5331,3,0,0,0,3.8,-0.3333333333333333,-0.0405405405405405,0.0,1,2,0,0,0.14,1.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.1294623849109016,0.04725040026091618,-0.1853281853281853,0.6511806957708213,0.8572160691768895,0,3.24500161065547,0,0,0,0,1,1.380631453145702,1.028998202089761,-0.0158102766798418,0,5.78,0.562608006004804,0,19.26,0,0,20.7853206693216,0,17.2,-0.04,0,-0.0695652173913043,0,9.709,0.09750081861364594,14.5807,0,1.9,2,0.0,0.0,1.398400368410576,0,0.0,0,0.0,0.983904261029319,2.93490374624961,128,1,0,24.9,0,-0.03181539626944296,5.086751953175375,0,0,0,0,0,0,0,0,490,0,0.481657754541025,2,0,0,1,0,1,0.7104171228491707,0.0,0,17,52.22957665607829,0.08094386932262798,2,3,-0.0290556900726392,0,8,0,0,0,5,1,0,0,0,0,0,38.51728723349274,0,135,0,0,-0.5,0,0,0.0,0,0.0,5,4,47,0,0,0,4,0,13.9,0,0,0,117.3441,9.96,0,0.0,4,0,2,0,0,1.137463871673073
1,0,0,0,1.339,0,0,0.5,0,0,0,0,7.164065132542148,8.8,2,0,0.0,1,0,0,0,454,0,12,0,6,0,120,9,0.0,0,4,5.79,4,37,29.69710304842467,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,22.82681598120773,9.63754987608857,0,0,0.0,5.638305694416098,3,0.0,0,106,4,122,0,1,0,0,-0.2,-0.3333333333333333,-0.0405405405405405,0.0,2,2,0,0,0.0,0.784,2,0,0,0,0,0,0,0,0,0,5,0,0,0,13.54902457151829,-0.1521311475409836,-0.1853281853281853,0.8123671008748997,0.0,0,-0.0769230769230769,1,2,0,0,0,0.1847148847017078,-0.0234552774374234,0.5952561601736475,34,-0.25,-0.09377696915349854,0,1.31,0,264,31.23515181735767,0,4.1,-0.04,0,-0.0695652173913043,0,1.703,2.831460034491784,0.0,0,0.2,2,0.0,5.549109137502024,0.0,0,0.0,0,0.0,1.421540601068166,6.897288039893549,426,1,0,0.0,0,-0.3370570681570517,2.008235362152091,0,0,0,2,0,0,0,0,82,0,-0.0418848167539267,1,22,0,0,0,0,9.097856921521522,56.32,0,1,0.0,0.09075318415197711,2,1,0.7118236531914766,7,8,0,0,14,0,0,1,0,1111,5,0,0.0,43,119,0,0,-0.2,0,0,0.0,0,0.4,0,4,0,0,0,0,26,1,10.8,0,6,0,0.8676,0.0,0,1.529030964227013,11,0,0,0,0,0.0
0,0,0,1,0.0,0,0,0.8,0,0,0,0,1.4516853494097,0.0,2,0,27.69414763684915,1,1,0,1085,0,0,19,0,3,0,0,49,0.0,0,0,9.71,0,0,5.557366921977042,3,0,0,12,0,0,0,0,2,0,0,0,11,12,0,11.42129320445754,30.87988123264993,6,1,0.0,1.39883965688967,0,0.0,0,309,0,0,1,0,0,0,4.7,-0.3333333333333333,-0.0405405405405405,2.881903696515628,2,13,0,0,0.69,1.148,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1.210351869652525,1.531469314164698,-0.1853281853281853,1.380114841829853,0.9060298145909942,47,3.467832772279796,0,3,0,0,0,1.649657680826536,1.073265559341184,-0.0158102766798418,0,-0.25,1.055279378219205,0,0.0,0,0,27.81147138808373,0,0.0,-0.04,0,0.8769309179392393,0,4.575,0.5497712326198012,0.0,0,0.0,0,0.0,39.87428606282864,0.0,0,0.0,0,0.0,-0.0488798370672097,2.239556168667094,0,1,0,0.0,1,-0.5,4.021480862102816,0,0,0,1,0,0,0,0,0,0,0.5580409594515938,1,0,0,1,0,0,0.7404134911689959,33.25,0,0,1.884572296265115,3.271959172030067,2,1,-0.0290556900726392,0,9,0,0,2,3,0,0,117,0,0,0,13.5051599768017,0,0,0,0,-0.1,0,1,9.573205851124285,0,3.3,60,2,36,0,0,0,-1,0,7.7,0,0,0,1.3993,0.62,0,0.0,12,0,0,6,0,0.02245261751139046
1,0,0,0,1.11,0,1,0.0,0,0,0,0,0.0,20.0,0,0,32.11144124410038,1,0,0,0,621,0,7,5,6,0,286,40,0.0,0,9,5.17,2,14,37.44353413814159,2,0,0,0,0,2,0,2,0,0,0,0,24,9,10,23.33255438326357,4.770538031850569,2,0,0.0,1.094143040439135,0,0.1,0,509,5,853,0,0,0,0,1.2,-0.3333333333333333,-0.0405405405405405,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1.270771020375182,0.7894647111550634,-0.1853281853281853,0.1187845807882821,0.0,0,3.015989338303217,0,8,0,0,0,1.546238634343492,-0.0234552774374234,1.382508871896411,0,-0.25,0.3324528650093461,0,5.15,0,1186,25.99138595942573,2,0.0,0.46,0,-0.0695652173913043,0,3.539,0.5816471716325206,0.0,3,0.0,2,0.1636617259884194,50.85775401941834,0.0,0,0.0,0,0.0,1.567949610801679,3.547910846201564,157,0,0,0.0,1,-0.5,0.5530886600653645,0,0,0,2,0,0,0,0,0,0,-0.0418848167539267,2,5,0,0,0,0,1.011693187562396,3.37,1,1,0.0,-0.0556844547563805,2,0,-0.0290556900726392,0,0,0,0,2,0,0,1,78,0,30,0,0.0,44,0,0,0,-0.5,0,1,27.77177249710157,0,1.4,7,0,53,0,0,0,30,0,11.6,0,6,0,1.8006,3.92,1,0.0,8,0,0,0,0,0.0
1,0,0,0,0.0,0,0,0.3,0,0,0,0,0.04260362233115784,21.9,0,0,45.45769538572117,2,4,0,0,479,0,0,0,0,6,49,64,0.0,0,2,1.21,0,7,6.548914041280971,3,0,0,7,0,0,0,18,5,1,0,3,16,14,0,753.698769382254,-0.0212765957446808,0,90,0.0,0.0,0,0.0,0,713,0,0,0,0,0,0,0.6,-0.3333333333333333,-0.0405405405405405,25.4231695936294,5,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,1.569193646035847,0.4238119590314331,-0.1853281853281853,6.85630464944578,2.051001446562002,0,2.552647389142972,4,5,0,0,0,1.862183044454307,1.826371212794228,0.3184378948949129,2,0.14,0.9295379275446352,0,2.42,0,737,3.499168439906307,1,0.0,-0.04,0,1.801870266317948,0,5.671,-0.05725574039955595,0.0,2,0.2,1,0.0,3.242889448025299,0.01073267331805988,0,0.0,0,0.0,0.00418141321942854,0.0,13,1,0,64.6,27,-0.5,7.232470082418217,0,0,0,0,0,0,0,0,0,0,-0.0418848167539267,0,0,0,0,0,0,0.2192712691843308,10.28,0,0,43.612356581419,-0.0556844547563805,1,1,-0.0290556900726392,2,15,0,0,1,12,19,0,74,173,5,0,49.66129556046668,42,0,0,0,0.0,0,1,0.0,0,2.6,30,1,29,0,0,0,-1,0,14.6,6,0,0,0.183,384.25,0,0.01752087282963547,15,1,0,0,0,1.164240677218126
1,0,0,0,0.0,0,0,0.2,4,0,0,0,0.03652459362945906,14.1,0,0,45.04067015204225,2,1,0,72,162,0,17,0,1,0,283,0,0.0,0,8,0.0,0,11,0.0,0,0,0,0,0,0,0,0,10,1,0,0,0,11,0,19.05861352728168,26.16132389628795,0,1,0.0,1.483744814879612,0,0.0,0,226,0,391,0,0,0,0,-0.2,-0.3333333333333333,-0.0405405405405405,0.0,2,17,0,3,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.98079030994751,1.935886181575416,2.797945391012862,-0.0476190476190476,0.1051670562654128,0,-0.0769230769230769,0,3,0,8,0,1.289958150783099,-0.0234552774374234,2.655724216376502,2,-0.25,-0.1052631578947368,0,6.67,0,1057,0.0,0,0.2,9.84,0,0.5947420049895547,0,6.254,0.6353170657814381,0.0,0,0.0,2,0.0,6.482769897056395,46.55934483790244,0,0.0,0,0.0,0.8274206178622007,7.398373666416885,126,0,0,0.0,1,-0.05491401939120319,2.220237911139584,0,1,8,1,0,0,0,0,0,17,-0.0418848167539267,0,0,0,0,0,0,0.2050641559340022,3.07,0,1,3.807663811126163,0.2239181979411954,1,1,-0.0290556900726392,0,107,0,0,0,3,0,1,30,2010,0,0,0.0,134,36,0,1,0.0,0,0,29.31837556033585,0,1.5,0,1,0,0,0,0,23,0,10.9,0,0,0,0.4309,0.0,1,0.103076425982531,15,0,0,1,3,0.04903537104657555
1,1,0,0,0.0,0,0,0.7,0,0,0,0,0.3052711787521006,0.0,0,0,21.184714312332,2,0,0,0,0,0,15,0,0,20,131,35,0.0,0,0,0.0,0,0,32.0572273963726,69,0,0,7,0,1,0,0,0,0,0,0,1199,0,0,19.00321330128912,-0.0212765957446808,0,23,155.08,1.518337087510869,0,0.6,0,737,5,218,0,0,0,0,4.0,-0.3333333333333333,-0.0405405405405405,0.0,4,1,0,0,0.0,1.134,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4.124187571989822,2.152747889915626,0.1213237275454573,0.02491396119048639,0.5288863488390099,0,0.9884721212113303,0,5,0,1,0,1.375572900506136,1.454503239629716,-0.0158102766798418,0,-0.25,-0.1052631578947368,0,0.0,0,427,37.22906420582594,2,1.8,72.99,0,0.9714773855165295,0,7.231,0.4161611124977582,0.0,4,0.0,0,15.73001280739251,0.8687520569933134,0.0,0,0.0,0,0.0,1.238047793634748,8.426518808636349,23,1,0,0.0,50,-0.3815452725200865,0.0,0,0,0,0,0,0,0,0,103,0,0.3177003855435577,1,0,0,1,0,0,3.126804704103002,0.0,0,0,2.516941739581932,0.3143583866075926,1,3,0.2016935557823396,0,10,0,0,1,0,1,0,0,646,18,0,21.22266341825587,124,113,0,0,4.5,1,0,28.84387176973752,1,2.8,0,4,38,0,0,0,34,0,0.0,1,0,0,2.4942,3.9,1,1.009322857486302,6,0,0,0,3,0.0
